From,To,Distance
TAJ,CAM,4663
TAJ,LAO,4028
TAJ,VNM,4828
TAJ,DRV,4011
TAJ,RVN,4819
TAJ,MAL,5125
TAJ,SIN,5445
TAJ,BRU,5941
TAJ,PHI,5757
TAJ,INS,6276
TAJ,ETM,7824
TAJ,AUL,11581
TAJ,PNG,9631
TAJ,NEW,13850
TAJ,VAN,11791
TAJ,SOL,10563
TAJ,FJI,12921
TAJ,MSI,10176
TAJ,PAL,7366
TAJ,FSM,9477
TAJ,WSM,12098
KYR,USA,10566
KYR,CAN,9853
KYR,BHM,12039
KYR,CUB,12376
KYR,HAI,12450
KYR,DOM,12356
KYR,JAM,12713
KYR,TRI,12626
KYR,BAR,12286
KYR,DMA,12364
KYR,GRN,12512
KYR,SLU,12317
KYR,SVG,12379
KYR,AAB,12061
KYR,SKN,12088
KYR,BLZ,13151
KYR,MEX,13130
KYR,GUA,13516
KYR,HON,13486
KYR,SAL,13572
KYR,NIC,13669
KYR,COS,13826
KYR,PAN,13747
KYR,COL,13928
KYR,VEN,13018
KYR,GUY,12737
KYR,SUR,12656
KYR,ECU,14607
KYR,PER,15682
KYR,BRA,13768
KYR,BOL,15424
KYR,PAR,15259
KYR,CHL,16813
KYR,ARG,15862
KYR,URU,15672
KYR,UK,5530
KYR,IRE,5862
KYR,NTH,5190
KYR,BEL,5289
KYR,LUX,5177
KYR,FRN,5503
KYR,MNC,5322
KYR,LIE,5032
KYR,SWZ,5229
KYR,SPN,6323
KYR,AND,5814
KYR,POR,6843
KYR,GMY,4615
KYR,GFR,5098
KYR,GDR,4615
KYR,POL,4098
KYR,AUH,4516
KYR,AUS,4516
KYR,HUN,4336
KYR,CZE,4594
KYR,CZR,4594
KYR,SLO,4456
KYR,ITA,5037
KYR,SNM,4946
KYR,MLT,5131
KYR,ALB,4479
KYR,SER,4321
KYR,MNG,4473
KYR,MAC,4314
KYR,CRO,4629
KYR,YUG,4321
KYR,BOS,4508
KYR,SLV,4710
KYR,GRC,4298
KYR,CYP,3640
KYR,BUL,4168
KYR,MLD,3618
KYR,RUM,3887
KYR,RUS,3031
KYR,EST,3879
KYR,LAT,3885
KYR,LIT,3796
KYR,UKR,3464
KYR,BLR,3653
KYR,ARM,2525
KYR,GRG,2496
KYR,AZE,2085
KYR,FIN,3883
KYR,SWD,4259
KYR,NOR,4677
KYR,DEN,4622
KYR,ICE,6166
KYR,CAP,9509
KYR,STP,8103
KYR,GNB,9206
KYR,EQG,7787
KYR,GAM,9142
KYR,MLI,8506
KYR,SEN,9135
KYR,BEN,8070
KYR,MAA,8725
KYR,NIR,7597
KYR,CDI,8725
KYR,GUI,9192
KYR,BFO,7972
KYR,LBR,9182
KYR,SIE,9239
KYR,GHA,8349
KYR,TOG,8195
KYR,CAO,7584
KYR,NIG,8015
KYR,GAB,7980
KYR,CEN,6950
KYR,CHA,6622
KYR,CON,7857
KYR,DRC,7857
KYR,UGA,6290
KYR,KEN,6109
KYR,TAZ,6437
KYR,ZAN,6452
KYR,BUI,6773
KYR,RWA,6546
KYR,SOM,5325
KYR,DJI,4576
KYR,ETH,5083
KYR,ERI,4523
KYR,ANG,8350
KYR,MZM,8723
KYR,ZAM,7910
KYR,ZIM,7952
KYR,MAW,7425
KYR,SAF,8847
KYR,TRA,8847
KYR,OFS,9339
KYR,NAM,9245
KYR,LES,9278
KYR,BOT,8885
KYR,SWA,8787
KYR,MAG,7237
KYR,COM,6715
KYR,MAS,7120
KYR,SEY,5530
KYR,MOR,6973
KYR,ALG,6035
KYR,TUN,5470
KYR,LIB,5415
KYR,SUD,5005
KYR,IRN,2149
KYR,TUR,3510
KYR,IRQ,2838
KYR,EGY,4069
KYR,SYR,3490
KYR,LEB,3557
KYR,JOR,3624
KYR,ISR,3669
KYR,SAU,3251
KYR,YAR,4187
KYR,YEM,4187
KYR,YPR,4397
KYR,KUW,2798
KYR,BAH,2776
KYR,QAT,2824
KYR,UAE,2734
KYR,OMA,2593
KYR,AFG,1012
KYR,TKM,1501
KYR,TAJ,668
KYR,UZB,458
KYR,KZK,230
KYR,CHN,3497
KYR,TBT,2019
KYR,MON,2599
KYR,TAW,4678
KYR,KOR,4447
KYR,PRK,4270
KYR,ROK,4447
KYR,JPN,5578
KYR,IND,1576
KYR,BHU,2155
KYR,PAK,1009
KYR,BNG,2570
KYR,MYA,3542
KYR,SRI,4031
KYR,NEP,1928
KYR,MAD,4319
KYR,THI,4072
KYR,CAM,4520
KYR,LAO,3842
KYR,VNM,4665
KYR,DRV,3732
KYR,RVN,4657
KYR,MAL,5103
KYR,SIN,5411
KYR,BRU,5749
KYR,PHI,5412
KYR,INS,6260
KYR,ETM,7636
KYR,AUL,11429
KYR,PNG,9281
KYR,NEW,13624
KYR,VAN,11373
KYR,SOL,10133
KYR,FJI,12456
KYR,MSI,9605
KYR,PAL,6978
KYR,FSM,8958
KYR,WSM,11634
UZB,USA,10494
UZB,CAN,9794
UZB,BHM,11915
UZB,CUB,12293
UZB,HAI,12281
UZB,DOM,12171
UZB,JAM,12573
UZB,TRI,12357
UZB,BAR,12017
UZB,DMA,12107
UZB,GRN,12251
UZB,SLU,12060
UZB,SVG,12120
UZB,AAB,11821
UZB,SKN,11855
UZB,BLZ,13097
UZB,MEX,13172
UZB,GUA,13474
UZB,HON,13415
UZB,SAL,13517
UZB,NIC,13584
UZB,COS,13715
UZB,PAN,13594
UZB,COL,13716
UZB,VEN,12780
UZB,GUY,12435
UZB,SUR,12336
UZB,ECU,14408
UZB,PER,15408
UZB,BRA,13346
UZB,BOL,15069
UZB,PAR,14829
UZB,CHL,16379
UZB,ARG,15409
UZB,URU,15218
UZB,UK,5247
UZB,IRE,5606
UZB,NTH,4908
UZB,BEL,4992
UZB,LUX,4874
UZB,FRN,5193
UZB,MNC,4972
UZB,LIE,4703
UZB,SWZ,4896
UZB,SPN,5973
UZB,AND,5468
UZB,POR,6496
UZB,GMY,4323
UZB,GFR,4796
UZB,GDR,4323
UZB,POL,3801
UZB,AUH,4185
UZB,AUS,4185
UZB,HUN,3993
UZB,CZE,4283
UZB,CZR,4283
UZB,SLO,4124
UZB,ITA,4660
UZB,SNM,4587
UZB,MLT,4723
UZB,ALB,4090
UZB,SER,3953
UZB,MNG,4094
UZB,MAC,3929
UZB,CRO,4275
UZB,YUG,3953
UZB,BOS,4135
UZB,SLV,4365
UZB,GRC,3885
UZB,CYP,3198
UZB,BUL,3780
UZB,MLD,3266
UZB,RUM,3510
UZB,RUS,2786
UZB,EST,3664
UZB,LAT,3634
UZB,LIT,3522
UZB,UKR,3143
UZB,BLR,3368
UZB,ARM,2094
UZB,GRG,2065
UZB,AZE,1647
UZB,FIN,3681
UZB,SWD,4039
UZB,NOR,4458
UZB,DEN,4360
UZB,ICE,6028
UZB,CAP,9115
UZB,STP,7645
UZB,GNB,8779
UZB,EQG,7330
UZB,GAM,8722
UZB,MLI,8068
UZB,SEN,8719
UZB,BEN,7613
UZB,MAA,8317
UZB,NIR,7147
UZB,CDI,8274
UZB,GUI,8758
UZB,BFO,7526
UZB,LBR,8738
UZB,SIE,8802
UZB,GHA,7894
UZB,TOG,7739
UZB,CAO,7127
UZB,NIG,7559
UZB,GAB,7523
UZB,CEN,6496
UZB,CHA,6164
UZB,CON,7408
UZB,DRC,7408
UZB,UGA,5871
UZB,KEN,5709
UZB,TAZ,6062
UZB,ZAN,6077
UZB,BUI,6352
UZB,RWA,6123
UZB,SOM,4958
UZB,DJI,4167
UZB,ETH,4663
UZB,ERI,4087
UZB,ANG,7904
UZB,MZM,8369
UZB,ZAM,7513
UZB,ZIM,7569
UZB,MAW,7043
UZB,SAF,8474
UZB,TRA,8474
UZB,OFS,8969
UZB,NAM,8831
UZB,LES,8910
UZB,BOT,8501
UZB,SWA,8427
UZB,MAG,6939
UZB,COM,6374
UZB,MAS,6892
UZB,SEY,5256
UZB,MOR,6597
UZB,ALG,5651
UZB,TUN,5071
UZB,LIB,4992
UZB,SUD,4555
UZB,IRN,1691
UZB,TUR,3089
UZB,IRQ,2380
UZB,EGY,3616
UZB,SYR,3038
UZB,LEB,3106
UZB,JOR,3168
UZB,ISR,3216
UZB,SAU,2813
UZB,YAR,3771
UZB,YEM,3771
UZB,YPR,3995
UZB,KUW,2347
UZB,BAH,2348
UZB,QAT,2399
UZB,UAE,2338
UZB,OMA,2241
UZB,AFG,774
UZB,TKM,1044
UZB,TAJ,334
UZB,KYR,458
UZB,KZK,683
UZB,CHN,3954
UZB,TBT,2335
UZB,MON,3051
UZB,TAW,5107
UZB,KOR,4905
UZB,PRK,4728
UZB,ROK,4905
UZB,JPN,6036
UZB,IND,1614
UZB,BHU,2422
UZB,PAK,939
UZB,BNG,2805
UZB,MYA,3783
UZB,SRI,4020
UZB,NEP,2131
UZB,MAD,4215
UZB,THI,4332
UZB,CAM,4803
UZB,LAO,4146
UZB,VNM,4959
UZB,DRV,4083
UZB,RVN,4951
UZB,MAL,5318
UZB,SIN,5634
UZB,BRU,6061
UZB,PHI,5797
UZB,INS,6474
UZB,ETM,7949
UZB,AUL,11728
UZB,PNG,9672
UZB,NEW,13965
UZB,VAN,11793
UZB,SOL,10556
UZB,FJI,12892
UZB,MSI,10062
UZB,PAL,7383
UZB,FSM,9407
UZB,WSM,12069
KZK,USA,10540
KZK,CAN,9822
KZK,BHM,12038
KZK,CUB,12353
KZK,HAI,12471
KZK,DOM,12386
KZK,JAM,12719
KZK,TRI,12703
KZK,BAR,12363
KZK,DMA,12435
KZK,GRN,12585
KZK,SLU,12388
KZK,SVG,12451
KZK,AAB,12123
KZK,SKN,12146
KZK,BLZ,13111
KZK,MEX,13043
KZK,GUA,13468
KZK,HON,13453
KZK,SAL,13532
KZK,NIC,13643
KZK,COS,13813
KZK,PAN,13756
KZK,COL,13970
KZK,VEN,13076
KZK,GUY,12833
KZK,SUR,12765
KZK,ECU,14639
KZK,PER,15755
KZK,BRA,13946
KZK,BOL,15550
KZK,PAR,15444
KZK,CHL,16999
KZK,ARG,16070
KZK,URU,15883
KZK,UK,5628
KZK,IRE,5944
KZK,NTH,5288
KZK,BEL,5396
KZK,LUX,5287
KZK,FRN,5616
KZK,MNC,5459
KZK,LIE,5157
KZK,SWZ,5357
KZK,SPN,6458
KZK,AND,5948
KZK,POR,6975
KZK,GMY,4720
KZK,GFR,5208
KZK,GDR,4720
KZK,POL,4208
KZK,AUH,4644
KZK,AUS,4644
KZK,HUN,4471
KZK,CZE,4711
KZK,CZR,4711
KZK,SLO,4585
KZK,ITA,5191
KZK,SNM,5089
KZK,MLT,5306
KZK,ALB,4642
KZK,SER,4472
KZK,MNG,4629
KZK,MAC,4475
KZK,CRO,4771
KZK,YUG,4472
KZK,BOS,4661
KZK,SLV,4846
KZK,GRC,4477
KZK,CYP,3842
KZK,BUL,4331
KZK,MLD,3762
KZK,RUM,4043
KZK,RUS,3119
KZK,EST,3945
KZK,LAT,3971
KZK,LIT,3895
KZK,UKR,3590
KZK,BLR,3759
KZK,ARM,2721
KZK,GRG,2692
KZK,AZE,2287
KZK,FIN,3943
KZK,SWD,4326
KZK,NOR,4742
KZK,DEN,4711
KZK,ICE,6184
KZK,CAP,9670
KZK,STP,8327
KZK,GNB,9391
KZK,EQG,8013
KZK,GAM,9322
KZK,MLI,8700
KZK,SEN,9311
KZK,BEN,8286
KZK,MAA,8896
KZK,NIR,7803
KZK,CDI,8932
KZK,GUI,9384
KZK,BFO,8176
KZK,LBR,9382
KZK,SIE,9432
KZK,GHA,8564
KZK,TOG,8410
KZK,CAO,7810
KZK,NIG,8232
KZK,GAB,8207
KZK,CEN,7178
KZK,CHA,6843
KZK,CON,8087
KZK,DRC,8087
KZK,UGA,6518
KZK,KEN,6333
KZK,TAZ,6655
KZK,ZAN,6670
KZK,BUI,7002
KZK,RWA,6775
KZK,SOM,5541
KZK,DJI,4803
KZK,ETH,5311
KZK,ERI,4753
KZK,ANG,8581
KZK,MZM,8934
KZK,ZAM,8133
KZK,ZIM,8172
KZK,MAW,7645
KZK,SAF,9064
KZK,TRA,9064
KZK,OFS,9555
KZK,NAM,9472
KZK,LES,9492
KZK,BOT,9104
KZK,SWA,8999
KZK,MAG,7430
KZK,COM,6923
KZK,MAS,7287
KZK,SEY,5716
KZK,MOR,7124
KZK,ALG,6193
KZK,TUN,5638
KZK,LIB,5599
KZK,SUD,5234
KZK,IRN,2373
KZK,TUR,3697
KZK,IRQ,3058
KZK,EGY,4282
KZK,SYR,3701
KZK,LEB,3767
KZK,JOR,3839
KZK,ISR,3881
KZK,SAU,3481
KZK,YAR,4415
KZK,YEM,4415
KZK,YPR,4622
KZK,KUW,3027
KZK,BAH,3005
KZK,QAT,3053
KZK,UAE,2959
KZK,OMA,2808
KZK,AFG,1214
KZK,TKM,1727
KZK,TAJ,895
KZK,KYR,230
KZK,UZB,683
KZK,CHN,3280
KZK,TBT,1936
KZK,MON,2370
KZK,TAW,4496
KZK,KOR,4228
KZK,PRK,4048
KZK,ROK,4228
KZK,JPN,5354
KZK,IND,1663
KZK,BHU,2104
KZK,PAK,1162
KZK,BNG,2534
KZK,MYA,3494
KZK,SRI,4113
KZK,NEP,1919
KZK,MAD,4440
KZK,THI,4009
KZK,CAM,4442
KZK,LAO,3753
KZK,VNM,4579
KZK,DRV,3612
KZK,RVN,4572
KZK,MAL,5063
KZK,SIN,5366
KZK,BRU,5648
KZK,PHI,5263
KZK,INS,6218
KZK,ETM,7531
KZK,AUL,11327
KZK,PNG,9123
KZK,NEW,13495
KZK,VAN,11193
KZK,SOL,9951
KZK,FJI,12262
KZK,MSI,9387
KZK,PAL,6812
KZK,FSM,8754
KZK,WSM,11441
CHN,USA,11236
CHN,CAN,10544
CHN,BHM,12847
CHN,CUB,12816
CHN,HAI,13520
CHN,DOM,13568
CHN,JAM,13511
CHN,TRI,14467
CHN,BAR,14179
CHN,DMA,14152
CHN,GRN,14307
CHN,SLU,14109
CHN,SVG,14179
CHN,AAB,13760
CHN,SKN,13731
CHN,BLZ,13216
CHN,MEX,12518
CHN,GUA,13411
CHN,HON,13594
CHN,SAL,13553
CHN,NIC,13840
CHN,COS,14149
CHN,PAN,14413
CHN,COL,15021
CHN,VEN,14530
CHN,GUY,14837
CHN,SUR,14934
CHN,ECU,15399
CHN,PER,16718
CHN,BRA,16911
CHN,BOL,17407
CHN,PAR,18338
CHN,CHL,19083
CHN,ARG,19275
CHN,URU,19132
CHN,UK,8225
CHN,IRE,8379
CHN,NTH,7912
CHN,BEL,8080
CHN,LUX,8005
CHN,FRN,8337
CHN,MNC,8366
CHN,LIE,7994
CHN,SWZ,8199
CHN,SPN,9307
CHN,AND,8811
CHN,POR,9784
CHN,GMY,7441
CHN,GFR,7927
CHN,GDR,7441
CHN,POL,6999
CHN,AUH,7529
CHN,AUS,7529
CHN,HUN,7411
CHN,CZE,7513
CHN,CZR,7513
CHN,SLO,7477
CHN,ITA,8219
CHN,SNM,8052
CHN,MLT,8451
CHN,ALB,7737
CHN,SER,7505
CHN,MNG,7690
CHN,MAC,7565
CHN,CRO,7736
CHN,YUG,7505
CHN,BOS,7701
CHN,SLV,7771
CHN,GRC,7658
CHN,CYP,7105
CHN,BUL,7434
CHN,MLD,6782
CHN,RUM,7124
CHN,RUS,5869
CHN,EST,6450
CHN,LAT,6615
CHN,LIT,6638
CHN,UKR,6522
CHN,BLR,6556
CHN,ARM,5977
CHN,GRG,5949
CHN,AZE,5557
CHN,FIN,6399
CHN,SWD,6792
CHN,NOR,7146
CHN,DEN,7306
CHN,ICE,7966
CHN,CAP,12624
CHN,STP,11583
CHN,GNB,12541
CHN,EQG,11258
CHN,GAM,12436
CHN,MLI,11916
CHN,SEN,12401
CHN,BEN,11566
CHN,MAA,11954
CHN,NIR,11070
CHN,CDI,12198
CHN,GUI,12576
CHN,BFO,11432
CHN,LBR,12621
CHN,SIE,12636
CHN,GHA,11844
CHN,TOG,11690
CHN,CAO,11053
CHN,NIG,11512
CHN,GAB,11442
CHN,CEN,10377
CHN,CHA,10115
CHN,CON,11232
CHN,DRC,11232
CHN,UGA,9468
CHN,KEN,9171
CHN,TAZ,9320
CHN,ZAN,9337
CHN,BUI,9956
CHN,RWA,9748
CHN,SOM,8230
CHN,DJI,7766
CHN,ETH,8311
CHN,ERI,7861
CHN,ANG,11700
CHN,MZM,11299
CHN,ZAM,10863
CHN,ZIM,10799
CHN,MAW,10297
CHN,SAF,11562
CHN,TRA,11562
CHN,OFS,11998
CHN,NAM,12285
CHN,LES,11915
CHN,BOT,11683
CHN,SWA,11401
CHN,MAG,9539
CHN,COM,9353
CHN,MAS,8958
CHN,SEY,7870
CHN,MOR,10073
CHN,ALG,9216
CHN,TUN,8739
CHN,LIB,8786
CHN,SUD,8416
CHN,IRN,5641
CHN,TUR,6915
CHN,IRQ,6333
CHN,EGY,7561
CHN,SYR,6980
CHN,LEB,7045
CHN,JOR,7119
CHN,ISR,7161
CHN,SAU,6629
CHN,YAR,7429
CHN,YEM,7429
CHN,YPR,7554
CHN,KUW,6245
CHN,BAH,6128
CHN,QAT,6166
CHN,UAE,5972
CHN,OMA,5687
CHN,AFG,4199
CHN,TKM,4989
CHN,TAJ,4080
CHN,KYR,3497
CHN,UZB,3954
CHN,KZK,3280
CHN,TBT,2529
CHN,MON,1166
CHN,TAW,1645
CHN,KOR,959
CHN,PRK,820
CHN,ROK,959
CHN,JPN,2125
CHN,IND,3780
CHN,BHU,2806
CHN,PAK,3910
CHN,BNG,3017
CHN,MYA,3222
CHN,SRI,5176
CHN,NEP,3159
CHN,MAD,5909
CHN,THI,3283
CHN,CAM,3316
CHN,LAO,2780
CHN,VNM,3290
CHN,DRV,2247
CHN,RVN,3294
CHN,MAL,4275
CHN,SIN,4417
CHN,BRU,3849
CHN,PHI,2819
CHN,INS,5110
CHN,ETM,5381
CHN,AUL,8901
CHN,PNG,6234
CHN,NEW,10691
CHN,VAN,8068
CHN,SOL,6833
CHN,FJI,9046
CHN,MSI,6108
CHN,PAL,3953
CHN,FSM,5503
CHN,WSM,8236
TBT,USA,12293
TBT,CAN,11564
TBT,BHM,13857
TBT,CUB,14092
TBT,HAI,14348
TBT,DOM,14282
TBT,JAM,14552
TBT,TRI,14639
TBT,BAR,14299
TBT,DMA,14371
TBT,GRN,14521
TBT,SLU,14324
TBT,SVG,14388
TBT,AAB,14056
TBT,SKN,14078
TBT,BLZ,14762
TBT,MEX,14431
TBT,GUA,15075
TBT,HON,15131
TBT,SAL,15170
TBT,NIC,15348
TBT,COS,15568
TBT,PAN,15592
TBT,COL,15879
TBT,VEN,15008
TBT,GUY,14755
TBT,SUR,14667
TBT,ECU,16525
TBT,PER,17691
TBT,BRA,15497
TBT,BOL,17392
TBT,PAR,16873
TBT,CHL,18235
TBT,ARG,17104
TBT,URU,16889
TBT,UK,7549
TBT,IRE,7877
TBT,NTH,7209
TBT,BEL,7306
TBT,LUX,7192
TBT,FRN,7516
TBT,MNC,7307
TBT,LIE,7035
TBT,SWZ,7229
TBT,SPN,8308
TBT,AND,7803
TBT,POR,8830
TBT,GMY,6633
TBT,GFR,7114
TBT,GDR,6633
TBT,POL,6114
TBT,AUH,6517
TBT,AUS,6517
TBT,HUN,6327
TBT,CZE,6606
TBT,CZR,6606
TBT,SLO,6456
TBT,ITA,6985
TBT,SNM,6921
TBT,MLT,7003
TBT,ALB,6405
TBT,SER,6283
TBT,MNG,6418
TBT,MAC,6248
TBT,CRO,6609
TBT,YUG,6283
TBT,BOS,6463
TBT,SLV,6700
TBT,GRC,6161
TBT,CYP,5384
TBT,BUL,6098
TBT,MLD,5600
TBT,RUM,5837
TBT,RUS,5047
TBT,EST,5881
TBT,LAT,5901
TBT,LIT,5815
TBT,UKR,5471
TBT,BLR,5671
TBT,ARM,4353
TBT,GRG,4325
TBT,AZE,3900
TBT,FIN,5879
TBT,SWD,6262
TBT,NOR,6678
TBT,DEN,6640
TBT,ICE,8080
TBT,CAP,11402
TBT,STP,9378
TBT,GNB,10967
TBT,EQG,9034
TBT,GAM,10940
TBT,MLI,10200
TBT,SEN,10953
TBT,BEN,9520
TBT,MAA,10577
TBT,NIR,9189
TBT,CDI,10286
TBT,GUI,10903
TBT,BFO,9591
TBT,LBR,10812
TBT,SIE,10931
TBT,GHA,9815
TBT,TOG,9666
TBT,CAO,8829
TBT,NIG,9456
TBT,GAB,9191
TBT,CEN,8087
TBT,CHA,8015
TBT,CON,8861
TBT,DRC,8861
TBT,UGA,7009
TBT,KEN,6680
TBT,TAZ,6798
TBT,ZAN,6815
TBT,BUI,7491
TBT,RWA,7295
TBT,SOM,5718
TBT,DJI,5351
TBT,ETH,5900
TBT,ERI,5542
TBT,ANG,9299
TBT,MZM,8791
TBT,ZAM,8340
TBT,ZIM,8270
TBT,MAW,7770
TBT,SAF,9040
TBT,TRA,9040
TBT,OFS,9484
TBT,NAM,9764
TBT,LES,9403
TBT,BOT,9156
TBT,SWA,8888
TBT,MAG,7056
TBT,COM,6827
TBT,MAS,6581
TBT,SEY,5359
TBT,MOR,8917
TBT,ALG,7965
TBT,TUN,7368
TBT,LIB,7234
TBT,SUD,6158
TBT,IRN,3742
TBT,TUR,5356
TBT,IRQ,4420
TBT,EGY,5693
TBT,SYR,5154
TBT,LEB,5229
TBT,JOR,5231
TBT,ISR,5316
TBT,SAU,4408
TBT,YAR,5053
TBT,YEM,5053
TBT,YPR,5130
TBT,KUW,4153
TBT,BAH,3911
TBT,QAT,3935
TBT,UAE,3669
TBT,OMA,3319
TBT,AFG,2125
TBT,TKM,3136
TBT,TAJ,2251
TBT,KYR,2019
TBT,UZB,2335
TBT,KZK,1936
TBT,CHN,2529
TBT,MON,2372
TBT,TAW,3051
TBT,KOR,3409
TBT,PRK,3328
TBT,ROK,3409
TBT,JPN,4568
TBT,IND,1352
TBT,BHU,322
TBT,PAK,1759
TBT,BNG,732
TBT,MYA,1593
TBT,SRI,2872
TBT,NEP,633
TBT,MAD,3500
TBT,THI,2079
TBT,CAM,2506
TBT,LAO,1823
TBT,VNM,2646
TBT,DRV,1761
TBT,RVN,2639
TBT,MAL,3162
TBT,SIN,3453
TBT,BRU,3732
TBT,PHI,3518
TBT,INS,4306
TBT,ETM,5621
TBT,AUL,9411
TBT,PNG,7385
TBT,NEW,11630
TBT,VAN,9572
TBT,SOL,8358
TBT,FJI,10737
TBT,MSI,8246
TBT,PAL,5146
TBT,FSM,7417
TBT,WSM,9920
MON,USA,10445
MON,CAN,9728
MON,BHM,12068
MON,CUB,12138
MON,HAI,12694
MON,DOM,12707
MON,JAM,12758
MON,TRI,13480
MON,BAR,13173
MON,DMA,13169
MON,GRN,13326
MON,SLU,13123
MON,SVG,13194
MON,AAB,12786
MON,SKN,12769
MON,BLZ,12665
MON,MEX,12152
MON,GUA,12920
MON,HON,13046
MON,SAL,13042
MON,NIC,13284
MON,COS,13561
MON,PAN,13735
MON,COL,14249
MON,VEN,13624
MON,GUY,13802
MON,SUR,13865
MON,ECU,14738
MON,PER,16086
MON,BRA,15746
MON,BOL,16521
MON,PAR,17196
MON,CHL,18429
MON,ARG,18110
MON,URU,17984
MON,UK,7059
MON,IRE,7219
MON,NTH,6746
MON,BEL,6914
MON,LUX,6839
MON,FRN,7171
MON,MNC,7211
MON,LIE,6835
MON,SWZ,7040
MON,SPN,8145
MON,AND,7651
MON,POR,8619
MON,GMY,6277
MON,GFR,6762
MON,GDR,6277
MON,POL,5841
MON,AUH,6375
MON,AUS,6375
MON,HUN,6265
MON,CZE,6352
MON,CZR,6352
MON,SLO,6325
MON,ITA,7082
MON,SNM,6904
MON,MLT,7342
MON,ALB,6618
MON,SER,6373
MON,MNG,6563
MON,MAC,6446
MON,CRO,6591
MON,YUG,6373
MON,BOS,6569
MON,SLV,6621
MON,GRC,6569
MON,CYP,6084
MON,BUL,6320
MON,MLD,5654
MON,RUM,6006
MON,RUS,4714
MON,EST,5284
MON,LAT,5451
MON,LIT,5478
MON,UKR,5381
MON,BLR,5400
MON,ARM,4959
MON,GRG,4931
MON,AZE,4564
MON,FIN,5233
MON,SWD,5627
MON,NOR,5983
MON,DEN,6140
MON,ICE,6870
MON,CAP,11462
MON,STP,10674
MON,GNB,11412
MON,EQG,10367
MON,GAM,11298
MON,MLI,10820
MON,SEN,11257
MON,BEN,10577
MON,MAA,10806
MON,NIR,10029
MON,CDI,11151
MON,GUI,11464
MON,BFO,10374
MON,LBR,11538
MON,SIE,11530
MON,GHA,10843
MON,TOG,10690
MON,CAO,10165
MON,NIG,10529
MON,GAB,10565
MON,CEN,9547
MON,CHA,9176
MON,CON,10455
MON,DRC,10455
MON,UGA,8834
MON,KEN,8604
MON,TAZ,8852
MON,ZAN,8868
MON,BUI,9322
MON,RWA,9101
MON,SOM,7734
MON,DJI,7111
MON,ETH,7637
MON,ERI,7109
MON,ANG,10947
MON,MZM,11016
MON,ZAM,10376
MON,ZIM,10369
MON,MAW,9848
MON,SAF,11213
MON,TRA,11213
MON,OFS,11685
MON,NAM,11760
MON,LES,11612
MON,BOT,11292
MON,SWA,11101
MON,MAG,9346
MON,COM,9006
MON,MAS,8941
MON,SEY,7620
MON,MOR,8916
MON,ALG,8072
MON,TUN,7614
MON,LIB,7693
MON,SUD,7604
MON,IRN,4730
MON,TUR,5855
MON,IRQ,5401
MON,EGY,6577
MON,SYR,5996
MON,LEB,6055
MON,JOR,6154
MON,ISR,6178
MON,SAU,5842
MON,YAR,6740
MON,YEM,6740
MON,YPR,6916
MON,KUW,5397
MON,BAH,5357
MON,QAT,5402
MON,UAE,5268
MON,OMA,5049
MON,AFG,3463
MON,TKM,4092
MON,TAJ,3244
MON,KYR,2599
MON,UZB,3051
MON,KZK,2370
MON,CHN,1166
MON,TBT,2372
MON,TAW,2776
MON,KOR,1982
MON,PRK,1768
MON,ROK,1982
MON,JPN,3028
MON,IND,3327
MON,BHU,2693
MON,PAK,3246
MON,BNG,3047
MON,MYA,3588
MON,SRI,5240
MON,NEP,2918
MON,MAD,5864
MON,THI,3828
MON,CAM,4009
MON,LAO,3357
MON,VNM,4038
MON,DRV,2902
MON,RVN,4038
MON,MAL,4926
MON,SIN,5128
MON,BRU,4791
MON,PHI,3894
MON,INS,5904
MON,ETM,6451
MON,AUL,10048
MON,PNG,7400
MON,NEW,11856
MON,VAN,9202
MON,SOL,7974
MON,FJI,10136
MON,MSI,7097
MON,PAL,5115
MON,FSM,6585
MON,WSM,9337
TAW,USA,12648
TAW,CAN,11992
TAW,BHM,14209
TAW,CUB,14058
TAW,HAI,14919
TAW,DOM,15006
TAW,JAM,14822
TAW,TRI,16026
TAW,BAR,15759
TAW,DMA,15712
TAW,GRN,15862
TAW,SLU,15671
TAW,SVG,15741
TAW,AAB,15315
TAW,SKN,15274
TAW,BLZ,14280
TAW,MEX,13374
TAW,GUA,14383
TAW,HON,14634
TAW,SAL,14545
TAW,NIC,14878
TAW,COS,15211
TAW,PAN,15583
TAW,COL,16289
TAW,VEN,15996
TAW,GUY,16437
TAW,SUR,16559
TAW,ECU,16476
TAW,PER,17568
TAW,BRA,18437
TAW,BOL,18589
TAW,PAR,19918
TAW,CHL,18509
TAW,ARG,18999
TAW,URU,18972
TAW,UK,9804
TAW,IRE,9988
TAW,NTH,9482
TAW,BEL,9637
TAW,LUX,9552
TAW,FRN,9887
TAW,MNC,9855
TAW,LIE,9506
TAW,SWZ,9711
TAW,SPN,10827
TAW,AND,10321
TAW,POR,11322
TAW,GMY,8981
TAW,GFR,9473
TAW,GDR,8981
TAW,POL,8513
TAW,AUH,9018
TAW,AUS,9018
TAW,HUN,8877
TAW,CZE,9030
TAW,CZR,9030
TAW,SLO,8963
TAW,ITA,9649
TAW,SNM,9513
TAW,MLT,9800
TAW,ALB,9122
TAW,SER,8927
TAW,MNG,9097
TAW,MAC,8953
