From,To,Distance
JAM,DEN,8329
JAM,ICE,6551
JAM,CAP,5600
JAM,STP,9315
JAM,GNB,6597
JAM,EQG,9598
JAM,GAM,6439
JAM,MLI,7378
JAM,SEN,6327
JAM,BEN,8687
JAM,MAA,6397
JAM,NIR,8415
JAM,CDI,7841
JAM,GUI,6867
JAM,BFO,8062
JAM,LBR,7261
JAM,SIE,6933
JAM,GHA,8456
JAM,TOG,8530
JAM,CAO,9719
JAM,NIG,8758
JAM,GAB,9613
JAM,CEN,10442
JAM,CHA,9781
JAM,CON,10368
JAM,DRC,10368
JAM,UGA,12039
JAM,KEN,12533
JAM,TAZ,12972
JAM,ZAN,12960
JAM,BUI,11813
JAM,RWA,11834
JAM,SOM,13299
JAM,DJI,12635
JAM,ETH,12319
JAM,ERI,12053
JAM,ANG,10278
JAM,MZM,12752
JAM,ZAM,12100
JAM,ZIM,12409
JAM,MAW,12583
JAM,SAF,12321
JAM,TRA,12321
JAM,OFS,12195
JAM,NAM,11136
JAM,LES,12285
JAM,BOT,12067
JAM,SWA,12619
JAM,MAG,14162
JAM,COM,13545
JAM,MAS,15231
JAM,SEY,14635
JAM,MOR,7092
JAM,ALG,7943
JAM,TUN,8574
JAM,LIB,8980
JAM,SUD,11455
JAM,IRN,11975
JAM,TUR,10342
JAM,IRQ,11573
JAM,EGY,10654
JAM,SYR,10928
JAM,LEB,10858
JAM,JOR,11001
JAM,ISR,10857
JAM,SAU,12316
JAM,YAR,12572
JAM,YEM,12572
JAM,YPR,12802
JAM,KUW,12111
JAM,BAH,12569
JAM,QAT,12597
JAM,UAE,12958
JAM,OMA,13347
JAM,AFG,13189
JAM,TKM,12288
JAM,TAJ,12817
JAM,KYR,12713
JAM,UZB,12573
JAM,KZK,12719
JAM,CHN,13511
JAM,TBT,14552
JAM,MON,12758
JAM,TAW,14822
JAM,KOR,13393
JAM,PRK,13244
JAM,ROK,13393
JAM,JPN,12951
JAM,IND,14178
JAM,BHU,14789
JAM,PAK,13484
JAM,BNG,15234
JAM,MYA,16138
JAM,SRI,16298
JAM,NEP,14637
JAM,MAD,15942
JAM,THI,16536
JAM,CAM,16767
JAM,LAO,16102
JAM,VNM,16783
JAM,DRV,15659
JAM,RVN,16784
JAM,MAL,17661
JAM,SIN,17886
JAM,BRU,17202
JAM,PHI,15938
JAM,INS,18615
JAM,ETM,17364
JAM,AUL,15104
JAM,PNG,15140
JAM,NEW,12821
JAM,VAN,13250
JAM,SOL,13878
JAM,FJI,12106
JAM,MSI,12286
JAM,PAL,15548
JAM,FSM,13359
JAM,WSM,12631
TRI,USA,3494
TRI,CAN,4087
TRI,BHM,2163
TRI,CUB,2624
TRI,HAI,1478
TRI,DOM,1275
TRI,JAM,1856
TRI,BAR,340
TRI,DMA,315
TRI,GRN,165
TRI,SLU,358
TRI,SVG,287
TRI,AAB,711
TRI,SKN,756
TRI,BLZ,2988
TRI,MEX,4167
TRI,GUA,3191
TRI,HON,2847
TRI,SAL,3041
TRI,NIC,2727
TRI,COS,2497
TRI,PAN,1997
TRI,COL,1562
TRI,VEN,623
TRI,GUY,541
TRI,SUR,863
TRI,ECU,2234
TRI,PER,3057
TRI,BRA,3233
TRI,BOL,3058
TRI,PAR,3991
TRI,CHL,4958
TRI,ARG,4976
TRI,URU,5003
TRI,UK,7109
TRI,IRE,6764
TRI,NTH,7449
TRI,BEL,7369
TRI,LUX,7490
TRI,FRN,7179
TRI,MNC,7481
TRI,LIE,7692
TRI,SWZ,7511
TRI,SPN,6509
TRI,AND,6988
TRI,POR,5994
TRI,GMY,8034
TRI,GFR,7567
TRI,GDR,8034
TRI,POL,8557
TRI,AUH,8208
TRI,AUS,8208
TRI,HUN,8419
TRI,CZE,8085
TRI,CZR,8085
TRI,SLO,8270
TRI,ITA,7888
TRI,SNM,7883
TRI,MLT,8046
TRI,ALB,8488
TRI,SER,8530
TRI,MNG,8436
TRI,MAC,8622
TRI,CRO,8173
TRI,YUG,8530
TRI,BOS,8372
TRI,SLV,8060
TRI,GRC,8840
TRI,CYP,9742
TRI,BUL,8772
TRI,MLD,9149
TRI,RUM,8982
TRI,RUS,9595
TRI,EST,8758
TRI,LAT,8741
TRI,LIT,8838
TRI,UKR,9224
TRI,BLR,8989
TRI,ARM,10552
TRI,GRG,10577
TRI,AZE,10976
TRI,FIN,8764
TRI,SWD,8377
TRI,NOR,7962
TRI,DEN,8005
TRI,ICE,6684
TRI,CAP,4075
TRI,STP,7615
TRI,GNB,4979
TRI,EQG,7922
TRI,GAM,4859
TRI,MLI,5803
TRI,SEN,4767
TRI,BEN,7044
TRI,MAA,4936
TRI,NIR,6893
TRI,CDI,6170
TRI,GUI,5217
TRI,BFO,6508
TRI,LBR,5570
TRI,SIE,5266
TRI,GHA,6789
TRI,TOG,6881
TRI,CAO,8064
TRI,NIG,7117
TRI,GAB,7909
TRI,CEN,8828
TRI,CHA,8289
TRI,CON,8634
TRI,DRC,8634
TRI,UGA,10419
TRI,KEN,10914
TRI,TAZ,11286
TRI,ZAN,11274
TRI,BUI,10136
TRI,RWA,10188
TRI,SOM,11776
TRI,DJI,11293
TRI,ETH,10893
TRI,ERI,10765
TRI,ANG,8498
TRI,MZM,10898
TRI,ZAM,10293
TRI,ZIM,10592
TRI,MAW,10802
TRI,SAF,10468
TRI,TRA,10468
TRI,OFS,10340
TRI,NAM,9285
TRI,LES,10430
TRI,BOT,10216
TRI,SWA,10766
TRI,MAG,12357
TRI,COM,11806
TRI,MAS,13416
TRI,SEY,13041
TRI,MOR,6069
TRI,ALG,7008
TRI,TUN,7650
TRI,LIB,7953
TRI,SUD,10117
TRI,IRN,11320
TRI,TUR,9611
TRI,IRQ,10778
TRI,EGY,9664
TRI,SYR,10058
TRI,LEB,9982
TRI,JOR,10076
TRI,ISR,9947
TRI,SAU,11312
TRI,YAR,11320
TRI,YEM,11320
TRI,YPR,11489
TRI,KUW,11250
TRI,BAH,11670
TRI,QAT,11682
TRI,UAE,12046
TRI,OMA,12466
TRI,AFG,12796
TRI,TKM,11784
TRI,TAJ,12518
TRI,KYR,12626
TRI,UZB,12357
TRI,KZK,12703
TRI,CHN,14467
TRI,TBT,14639
TRI,MON,13480
TRI,TAW,16026
TRI,KOR,14627
TRI,PRK,14434
TRI,ROK,14627
TRI,JPN,14454
TRI,IND,13817
TRI,BHU,14774
TRI,PAK,13147
TRI,BNG,15160
TRI,MYA,16135
TRI,SRI,15320
TRI,NEP,14479
TRI,MAD,14720
TRI,THI,16689
TRI,CAM,17145
TRI,LAO,16452
TRI,VNM,17278
TRI,DRV,16215
TRI,RVN,17271
TRI,MAL,17584
TRI,SIN,17910
TRI,BRU,18260
TRI,PHI,17242
TRI,INS,18604
TRI,ETM,19209
TRI,AUL,15901
TRI,PNG,16860
TRI,NEW,13590
TRI,VAN,14754
TRI,SOL,15573
TRI,FJI,13534
TRI,MSI,14127
TRI,PAL,17330
TRI,FSM,15208
TRI,WSM,14174
BAR,USA,3330
BAR,CAN,3885
BAR,BHM,2123
BAR,CUB,2646
BAR,HAI,1497
BAR,DOM,1266
BAR,JAM,1927
BAR,TRI,340
BAR,DMA,198
BAR,GRN,259
BAR,SLU,190
BAR,SVG,181
BAR,AAB,495
BAR,SKN,577
BAR,BLZ,3105
BAR,MEX,4275
BAR,GUA,3342
BAR,HON,3002
BAR,SAL,3201
BAR,NIC,2906
BAR,COS,2703
BAR,PAN,2225
BAR,COL,1862
BAR,VEN,883
BAR,GUY,696
BAR,SUR,944
BAR,ECU,2548
BAR,PER,3397
BAR,BRA,3400
BAR,BOL,3377
BAR,PAR,4253
BAR,CHL,5270
BAR,ARG,5246
BAR,URU,5263
BAR,UK,6770
BAR,IRE,6424
BAR,NTH,7110
BAR,BEL,7030
BAR,LUX,7152
BAR,FRN,6841
BAR,MNC,7149
BAR,LIE,7356
BAR,SWZ,7175
BAR,SPN,6180
BAR,AND,6656
BAR,POR,5666
BAR,GMY,7695
BAR,GFR,7228
BAR,GDR,7695
BAR,POL,8218
BAR,AUH,7871
BAR,AUS,7871
BAR,HUN,8083
BAR,CZE,7747
BAR,CZR,7747
BAR,SLO,7933
BAR,ITA,7560
BAR,SNM,7551
BAR,MLT,7729
BAR,ALB,8160
BAR,SER,8197
BAR,MNG,8106
BAR,MAC,8292
BAR,CRO,7839
BAR,YUG,8197
BAR,BOS,8041
BAR,SLV,7725
BAR,GRC,8516
BAR,CYP,9422
BAR,BUL,8443
BAR,MLD,8813
BAR,RUM,8649
BAR,RUS,9255
BAR,EST,8419
BAR,LAT,8401
BAR,LIT,8498
BAR,UKR,8886
BAR,BLR,8650
BAR,ARM,10220
BAR,GRG,10245
BAR,AZE,10643
BAR,FIN,8425
BAR,SWD,8038
BAR,NOR,7623
BAR,DEN,7665
BAR,ICE,6358
BAR,CAP,3830
BAR,STP,7439
BAR,GNB,4766
BAR,EQG,7737
BAR,GAM,4634
BAR,MLI,5580
BAR,SEN,4535
BAR,BEN,6845
BAR,MAA,4680
BAR,NIR,6659
BAR,CDI,5979
BAR,GUI,5016
BAR,BFO,6281
BAR,LBR,5386
BAR,SIE,5071
BAR,GHA,6598
BAR,TOG,6684
BAR,CAO,7872
BAR,NIG,6918
BAR,GAB,7734
BAR,CEN,8624
BAR,CHA,8052
BAR,CON,8474
BAR,DRC,8474
BAR,UGA,10220
BAR,KEN,10716
BAR,TAZ,11111
BAR,ZAN,11098
BAR,BUI,9956
BAR,RWA,9997
BAR,SOM,11555
BAR,DJI,11035
BAR,ETH,10649
BAR,ERI,10497
BAR,ANG,8362
BAR,MZM,10839
BAR,ZAM,10176
BAR,ZIM,10483
BAR,MAW,10668
BAR,SAF,10407
BAR,TRA,10407
BAR,OFS,10304
BAR,NAM,9221
BAR,LES,10393
BAR,BOT,10151
BAR,SWA,10707
BAR,MAG,12240
BAR,COM,11653
BAR,MAS,13307
BAR,SEY,12842
BAR,MOR,5754
BAR,ALG,6689
BAR,TUN,7331
BAR,LIB,7644
BAR,SUD,9854
BAR,IRN,10993
BAR,TUR,9284
BAR,IRQ,10457
BAR,EGY,9356
BAR,SYR,9741
BAR,LEB,9665
BAR,JOR,9764
BAR,ISR,9633
BAR,SAU,11010
BAR,YAR,11048
BAR,YEM,11048
BAR,YPR,11226
BAR,KUW,10935
BAR,BAH,11359
BAR,QAT,11373
BAR,UAE,11738
BAR,OMA,12156
BAR,AFG,12461
BAR,TKM,11450
BAR,TAJ,12180
BAR,KYR,12286
BAR,UZB,12017
BAR,KZK,12363
BAR,CHN,14179
BAR,TBT,14299
BAR,MON,13173
BAR,TAW,15759
BAR,KOR,14379
BAR,PRK,14179
BAR,ROK,14379
BAR,JPN,14267
BAR,IND,13482
BAR,BHU,14434
BAR,PAK,12810
BAR,BNG,14821
BAR,MYA,15796
BAR,SRI,15033
BAR,NEP,14141
BAR,MAD,14459
BAR,THI,16349
BAR,CAM,16805
BAR,LAO,16113
BAR,VNM,16939
BAR,DRV,15883
BAR,RVN,16933
BAR,MAL,17258
BAR,SIN,17584
BAR,BRU,17938
BAR,PHI,16976
BAR,INS,18312
BAR,ETM,19244
BAR,AUL,16236
BAR,PNG,17039
BAR,NEW,13921
BAR,VAN,14998
BAR,SOL,15759
BAR,FJI,13791
BAR,MSI,14208
BAR,PAL,17232
BAR,FSM,15273
BAR,WSM,14406
DMA,USA,3208
DMA,CAN,3787
DMA,BHM,1948
DMA,CUB,2458
DMA,HAI,1307
DMA,DOM,1079
DMA,JAM,1731
DMA,TRI,315
DMA,BAR,198
DMA,GRN,158
DMA,SLU,48
DMA,SVG,31
DMA,AAB,398
DMA,SKN,452
DMA,BLZ,2907
DMA,MEX,4077
DMA,GUA,3144
DMA,HON,2805
DMA,SAL,3004
DMA,NIC,2712
DMA,COS,2513
DMA,PAN,2041
DMA,COL,1715
DMA,VEN,726
DMA,GUY,801
DMA,SUR,1086
DMA,ECU,2410
DMA,PER,3320
DMA,BRA,3514
DMA,BOL,3364
DMA,PAR,4304
DMA,CHL,5267
DMA,ARG,5291
DMA,URU,5316
DMA,UK,6863
DMA,IRE,6505
DMA,NTH,7201
DMA,BEL,7128
DMA,LUX,7251
DMA,FRN,6944
DMA,MNC,7268
DMA,LIE,7465
DMA,SWZ,7287
DMA,SPN,6306
DMA,AND,6777
DMA,POR,5796
DMA,GMY,7789
DMA,GFR,7327
DMA,GDR,7789
DMA,POL,8313
DMA,AUH,7978
DMA,AUS,7978
DMA,HUN,8193
DMA,CZE,7848
DMA,CZR,7848
DMA,SLO,8040
DMA,ITA,7688
DMA,SNM,7670
DMA,MLT,7870
DMA,ALB,8287
DMA,SER,8316
DMA,MNG,8229
DMA,MAC,8416
DMA,CRO,7955
DMA,YUG,8316
DMA,BOS,8162
DMA,SLV,7838
DMA,GRC,8651
DMA,CYP,9561
DMA,BUL,8566
DMA,MLD,8921
DMA,RUM,8766
DMA,RUS,9336
DMA,EST,8490
DMA,LAT,8482
DMA,LIT,8585
DMA,UKR,8985
DMA,BLR,8740
DMA,ARM,10339
DMA,GRG,10364
DMA,AZE,10758
DMA,FIN,8493
DMA,SWD,8109
DMA,NOR,7693
DMA,DEN,7749
DMA,ICE,6386
DMA,CAP,4016
DMA,STP,7636
DMA,GNB,4959
DMA,EQG,7933
DMA,GAM,4824
DMA,MLI,5771
DMA,SEN,4724
DMA,BEN,7040
DMA,MAA,4863
DMA,NIR,6847
DMA,CDI,6175
DMA,GUI,5211
DMA,BFO,6470
DMA,LBR,5583
DMA,SIE,5267
DMA,GHA,6794
DMA,TOG,6879
DMA,CAO,8067
DMA,NIG,7112
DMA,GAB,7931
DMA,CEN,8818
DMA,CHA,8239
DMA,CON,8672
DMA,DRC,8672
DMA,UGA,10415
DMA,KEN,10910
DMA,TAZ,11307
DMA,ZAN,11295
DMA,BUI,10152
DMA,RWA,10192
DMA,SOM,11745
DMA,DJI,11214
DMA,ETH,10833
DMA,ERI,10672
DMA,ANG,8560
DMA,MZM,11031
DMA,ZAM,10374
DMA,ZIM,10680
DMA,MAW,10866
DMA,SAF,10599
DMA,TRA,10599
DMA,OFS,10492
DMA,NAM,9413
DMA,LES,10581
DMA,BOT,10344
DMA,SWA,10899
DMA,MAG,12438
DMA,COM,11851
DMA,MAS,13504
DMA,SEY,13035
DMA,MOR,5900
DMA,ALG,6829
DMA,TUN,7472
DMA,LIB,7795
DMA,SUD,10032
DMA,IRN,11119
DMA,TUR,9412
DMA,IRQ,10594
DMA,EGY,9507
DMA,SYR,9883
DMA,LEB,9807
DMA,JOR,9910
DMA,ISR,9778
DMA,SAU,11165
DMA,YAR,11221
DMA,YEM,11221
DMA,YPR,11404
DMA,KUW,11078
DMA,BAH,11507
DMA,QAT,11522
DMA,UAE,11887
DMA,OMA,12304
DMA,AFG,12568
DMA,TKM,11564
DMA,TAJ,12278
DMA,KYR,12364
DMA,UZB,12107
DMA,KZK,12435
DMA,CHN,14152
DMA,TBT,14371
DMA,MON,13169
DMA,TAW,15712
DMA,KOR,14316
DMA,PRK,14121
DMA,ROK,14316
DMA,JPN,14163
DMA,IND,13591
DMA,BHU,14517
DMA,PAK,12915
DMA,BNG,14912
DMA,MYA,15890
DMA,SRI,15196
DMA,NEP,14235
DMA,MAD,14635
DMA,THI,16435
DMA,CAM,16875
DMA,LAO,16176
DMA,VNM,17000
DMA,DRV,15921
DMA,RVN,16994
DMA,MAL,17379
DMA,SIN,17705
DMA,BRU,17954
DMA,PHI,16928
DMA,INS,18465
DMA,ETM,19069
DMA,AUL,16123
DMA,PNG,16842
DMA,NEW,13798
DMA,VAN,14812
DMA,SOL,15562
DMA,FJI,13610
DMA,MSI,14014
DMA,PAL,17087
DMA,FSM,15081
DMA,WSM,14217
GRN,USA,3332
GRN,CAN,3922
GRN,BHM,2024
GRN,CUB,2505
GRN,HAI,1354
GRN,DOM,1140
GRN,JAM,1753
GRN,TRI,165
GRN,BAR,259
GRN,DMA,158
GRN,SLU,205
GRN,SVG,136
GRN,AAB,548
GRN,SKN,591
GRN,BLZ,2908
GRN,MEX,4084
GRN,GUA,3128
GRN,HON,2785
GRN,SAL,2982
GRN,NIC,2679
GRN,COS,2464
GRN,PAN,1978
GRN,COL,1603
GRN,VEN,625
GRN,GUY,689
GRN,SUR,997
GRN,ECU,2291
GRN,PER,3171
GRN,BRA,3393
GRN,BOL,3207
GRN,PAR,4155
GRN,CHL,5109
GRN,ARG,5139
GRN,URU,5167
GRN,UK,7005
GRN,IRE,6652
GRN,NTH,7344
GRN,BEL,7268
GRN,LUX,7391
GRN,FRN,7083
GRN,MNC,7398
GRN,LIE,7601
GRN,SWZ,7421
GRN,SPN,6432
GRN,AND,6906
GRN,POR,5920
GRN,GMY,7931
GRN,GFR,7467
GRN,GDR,7931
GRN,POL,8455
GRN,AUH,8115
GRN,AUS,8115
GRN,HUN,8328
GRN,CZE,7987
GRN,CZR,7987
GRN,SLO,8177
GRN,ITA,7813
GRN,SNM,7800
GRN,MLT,7986
GRN,ALB,8413
GRN,SER,8447
GRN,MNG,8357
GRN,MAC,8544
GRN,CRO,8087
GRN,YUG,8447
GRN,BOS,8291
GRN,SLV,7972
GRN,GRC,8772
GRN,CYP,9679
GRN,BUL,8694
GRN,MLD,9057
GRN,RUM,8898
GRN,RUS,9483
GRN,EST,8640
GRN,LAT,8629
GRN,LIT,8730
GRN,UKR,9125
GRN,BLR,8884
GRN,ARM,10470
GRN,GRG,10495
GRN,AZE,10891
GRN,FIN,8643
GRN,SWD,8259
GRN,NOR,7843
GRN,DEN,7895
GRN,ICE,6543
GRN,CAP,4078
GRN,STP,7661
GRN,GNB,5003
GRN,EQG,7963
GRN,GAM,4875
GRN,MLI,5821
GRN,SEN,4779
GRN,BEN,7077
GRN,MAA,4932
GRN,NIR,6905
GRN,CDI,6208
GRN,GUI,5248
GRN,BFO,6523
GRN,LBR,5611
GRN,SIE,5301
GRN,GHA,6827
GRN,TOG,6915
GRN,CAO,8101
GRN,NIG,7150
GRN,GAB,7956
GRN,CEN,8858
GRN,CHA,8299
GRN,CON,8689
GRN,DRC,8689
GRN,UGA,10453
GRN,KEN,10949
GRN,TAZ,11334
GRN,ZAN,11321
GRN,BUI,10180
GRN,RWA,10226
GRN,SOM,11797
GRN,DJI,11288
GRN,ETH,10898
GRN,ERI,10752
GRN,ANG,8565
GRN,MZM,10999
GRN,ZAM,10369
GRN,ZIM,10672
GRN,MAW,10870
GRN,SAF,10568
GRN,TRA,10568
GRN,OFS,10449
GRN,NAM,9384
GRN,LES,10539
GRN,BOT,10315
GRN,SWA,10867
GRN,MAG,12434
GRN,COM,11866
GRN,MAS,13497
GRN,SEY,13075
GRN,MOR,6012
GRN,ALG,6946
GRN,TUN,7588
GRN,LIB,7903
GRN,SUD,10108
GRN,IRN,11245
GRN,TUR,9537
GRN,IRQ,10713
GRN,EGY,9615
GRN,SYR,9999
GRN,LEB,9922
GRN,JOR,10022
GRN,ISR,9891
GRN,SAU,11269
GRN,YAR,11304
GRN,YEM,11304
GRN,YPR,11481
GRN,KUW,11193
GRN,BAH,11618
GRN,QAT,11632
GRN,UAE,11997
GRN,OMA,12415
GRN,AFG,12705
GRN,TKM,11698
GRN,TAJ,12419
GRN,KYR,12512
GRN,UZB,12251
GRN,KZK,12585
GRN,CHN,14307
GRN,TBT,14521
GRN,MON,13326
GRN,TAW,15862
GRN,KOR,14462
GRN,PRK,14269
GRN,ROK,14462
GRN,JPN,14291
GRN,IND,13727
GRN,BHU,14664
GRN,PAK,13053
GRN,BNG,15056
GRN,MYA,16033
GRN,SRI,15292
GRN,NEP,14378
GRN,MAD,14713
GRN,THI,16581
GRN,CAM,17027
GRN,LAO,16328
GRN,VNM,17153
GRN,DRV,16077
GRN,RVN,17147
GRN,MAL,17509
GRN,SIN,17836
GRN,BRU,18112
GRN,PHI,17078
GRN,INS,18572
GRN,ETM,19116
GRN,AUL,15990
GRN,PNG,16818
GRN,NEW,13670
GRN,VAN,14750
GRN,SOL,15533
GRN,FJI,13539
GRN,MSI,14036
GRN,PAL,17184
GRN,FSM,15111
GRN,WSM,14162
SLU,USA,3180
SLU,CAN,3753
SLU,BHM,1938
SLU,CUB,2456
SLU,HAI,1307
SLU,DOM,1076
SLU,JAM,1738
SLU,TRI,358
SLU,BAR,190
SLU,DMA,48
SLU,GRN,205
SLU,SVG,71
SLU,AAB,359
SLU,SKN,421
SLU,BLZ,2919
SLU,MEX,4088
SLU,GUA,3162
SLU,HON,2823
SLU,SAL,3023
SLU,NIC,2734
SLU,COS,2540
SLU,PAN,2072
SLU,COL,1757
SLU,VEN,767
SLU,GUY,830
SLU,SUR,1106
SLU,ECU,2453
SLU,PER,3367
SLU,BRA,3543
SLU,BOL,3411
SLU,PAR,4344
SLU,CHL,5313
SLU,ARG,5332
SLU,URU,5356
SLU,UK,6816
SLU,IRE,6458
SLU,NTH,7154
SLU,BEL,7081
SLU,LUX,7205
SLU,FRN,6898
SLU,MNC,7223
SLU,LIE,7420
SLU,SWZ,7242
SLU,SPN,6263
SLU,AND,6733
SLU,POR,5753
SLU,GMY,7742
SLU,GFR,7281
SLU,GDR,7742
SLU,POL,8266
SLU,AUH,7932
SLU,AUS,7932
SLU,HUN,8147
SLU,CZE,7802
SLU,CZR,7802
SLU,SLO,7994
SLU,ITA,7644
SLU,SNM,7626
SLU,MLT,7829
SLU,ALB,8244
SLU,SER,8271
SLU,MNG,8185
SLU,MAC,8372
SLU,CRO,7910
SLU,YUG,8271
SLU,BOS,8118
SLU,SLV,7793
SLU,GRC,8608
SLU,CYP,9518
SLU,BUL,8522
SLU,MLD,8876
SLU,RUM,8721
SLU,RUS,9288
SLU,EST,8443
SLU,LAT,8435
SLU,LIT,8538
SLU,UKR,8938
SLU,BLR,8693
SLU,ARM,10295
SLU,GRG,10319
SLU,AZE,10713
SLU,FIN,8445
SLU,SWD,8062
SLU,NOR,7646
SLU,DEN,7702
SLU,ICE,6339
SLU,CAP,3989
SLU,STP,7618
SLU,GNB,4936
SLU,EQG,7913
SLU,GAM,4799
SLU,MLI,5746
SLU,SEN,4698
SLU,BEN,7019
SLU,MAA,4833
SLU,NIR,6820
SLU,CDI,6155
SLU,GUI,5189
SLU,BFO,6445
SLU,LBR,5564
SLU,SIE,5247
SLU,GHA,6774
SLU,TOG,6858
SLU,CAO,8046
SLU,NIG,7091
SLU,GAB,7913
SLU,CEN,8795
SLU,CHA,8211
SLU,CON,8656
SLU,DRC,8656
SLU,UGA,10392
SLU,KEN,10888
SLU,TAZ,11288
SLU,ZAN,11276
SLU,BUI,10132
SLU,RWA,10171
SLU,SOM,11719
SLU,DJI,11182
SLU,ETH,10804
SLU,ERI,10639
SLU,ANG,8548
SLU,MZM,11029
SLU,ZAM,10363
SLU,ZIM,10671
SLU,MAW,10854
SLU,SAF,10597
SLU,TRA,10597
SLU,OFS,10494
SLU,NAM,9411
SLU,LES,10583
SLU,BOT,10342
SLU,SWA,10898
SLU,MAG,12427
SLU,COM,11835
SLU,MAS,13495
SLU,SEY,13012
SLU,MOR,5859
SLU,ALG,6787
SLU,TUN,7431
SLU,LIB,7755
SLU,SUD,10000
SLU,IRN,11075
SLU,TUR,9369
SLU,IRQ,10552
SLU,EGY,9467
SLU,SYR,9841
SLU,LEB,9766
SLU,JOR,9869
SLU,ISR,9736
SLU,SAU,11126
SLU,YAR,11187
SLU,YEM,11187
SLU,YPR,11371
SLU,KUW,11037
SLU,BAH,11466
SLU,QAT,11481
SLU,UAE,11847
SLU,OMA,12263
SLU,AFG,12523
SLU,TKM,11519
SLU,TAJ,12231
SLU,KYR,12317
SLU,UZB,12060
SLU,KZK,12388
SLU,CHN,14109
SLU,TBT,14324
SLU,MON,13123
SLU,TAW,15671
SLU,KOR,14277
SLU,PRK,14081
SLU,ROK,14277
SLU,JPN,14131
SLU,IND,13545
SLU,BHU,14470
SLU,PAK,12868
SLU,BNG,14865
SLU,MYA,15843
SLU,SRI,15159
SLU,NEP,14188
SLU,MAD,14602
SLU,THI,16388
SLU,CAM,16828
SLU,LAO,16128
SLU,VNM,16952
SLU,DRV,15873
SLU,RVN,16946
SLU,MAL,17334
SLU,SIN,17660
SLU,BRU,17908
SLU,PHI,16888
SLU,INS,18424
SLU,ETM,19061
SLU,AUL,16168
SLU,PNG,16858
SLU,NEW,13843
SLU,VAN,14840
SLU,SOL,15581
SLU,FJI,13640
SLU,MSI,14018
SLU,PAL,17067
SLU,FSM,15082
SLU,WSM,14244
SVG,USA,3240
SVG,CAN,3817
SVG,BHM,1977
SVG,CUB,2484
SVG,HAI,1333
SVG,DOM,1106
SVG,JAM,1753
SVG,TRI,287
SVG,BAR,181
SVG,DMA,31
SVG,GRN,136
SVG,SLU,71
SVG,AAB,427
SVG,SKN,483
SVG,BLZ,2927
SVG,MEX,4099
SVG,GUA,3162
SVG,HON,2822
SVG,SAL,3020
SVG,NIC,2726
SVG,COS,2525
SVG,PAN,2050
SVG,COL,1712
SVG,VEN,724
SVG,GUY,769
SVG,SUR,1055
SVG,ECU,2405
SVG,PER,3304
SVG,BRA,3483
SVG,BOL,3341
SVG,PAR,4275
SVG,CHL,5242
SVG,ARG,5262
SVG,URU,5287
SVG,UK,6875
SVG,IRE,6520
SVG,NTH,7214
SVG,BEL,7140
SVG,LUX,7263
SVG,FRN,6955
SVG,MNC,7276
SVG,LIE,7475
SVG,SWZ,7296
SVG,SPN,6313
SVG,AND,6785
SVG,POR,5802
SVG,GMY,7801
SVG,GFR,7339
SVG,GDR,7801
SVG,POL,8325
SVG,AUH,7988
SVG,AUS,7988
SVG,HUN,8203
SVG,CZE,7859
SVG,CZR,7859
SVG,SLO,8050
SVG,ITA,7694
SVG,SNM,7678
SVG,MLT,7874
SVG,ALB,8294
SVG,SER,8324
SVG,MNG,8237
SVG,MAC,8423
SVG,CRO,7964
SVG,YUG,8324
SVG,BOS,8170
SVG,SLV,7847
SVG,GRC,8656
SVG,CYP,9565
SVG,BUL,8573
SVG,MLD,8931
SVG,RUM,8775
SVG,RUS,9350
SVG,EST,8506
SVG,LAT,8497
SVG,LIT,8599
SVG,UKR,8996
SVG,BLR,8753
SVG,ARM,10347
SVG,GRG,10372
SVG,AZE,10767
SVG,FIN,8509
SVG,SWD,8125
SVG,NOR,7709
SVG,DEN,7763
SVG,ICE,6408
SVG,CAP,4006
SVG,STP,7619
SVG,GNB,4946
SVG,EQG,7917
SVG,GAM,4812
SVG,MLI,5759
SVG,SEN,4713
SVG,BEN,7026
SVG,MAA,4855
SVG,NIR,6837
SVG,CDI,6160
SVG,GUI,5196
SVG,BFO,6459
SVG,LBR,5567
SVG,SIE,5252
SVG,GHA,6779
SVG,TOG,6864
SVG,CAO,8052
SVG,NIG,7098
SVG,GAB,7915
SVG,CEN,8804
SVG,CHA,8229
SVG,CON,8654
SVG,DRC,8654
SVG,UGA,10401
SVG,KEN,10896
SVG,TAZ,11291
SVG,ZAN,11279
SVG,BUI,10136
SVG,RWA,10177
SVG,SOM,11734
SVG,DJI,11207
SVG,ETH,10824
SVG,ERI,10666
SVG,ANG,8540
SVG,MZM,11006
SVG,ZAM,10353
SVG,ZIM,10659
SVG,MAW,10847
SVG,SAF,10575
SVG,TRA,10575
SVG,OFS,10466
SVG,NAM,9389
SVG,LES,10555
SVG,BOT,10320
SVG,SWA,10874
SVG,MAG,12417
SVG,COM,11833
SVG,MAS,13483
SVG,SEY,13022
SVG,MOR,5902
SVG,ALG,6833
SVG,TUN,7476
SVG,LIB,7796
SVG,SUD,10026
SVG,IRN,11125
SVG,TUR,9418
SVG,IRQ,10599
SVG,EGY,9508
SVG,SYR,9886
SVG,LEB,9810
SVG,JOR,9913
SVG,ISR,9780
SVG,SAU,11165
SVG,YAR,11216
SVG,YEM,11216
SVG,YPR,11398
SVG,KUW,11082
SVG,BAH,11509
